Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,16,0
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,1,0
Baystate Medical Center,Hampden,26,4
Baystate Noble Hospital,Hampden,0,0
Baystate Wing Hospital,Hampden,8,0
Berkshire Medical Center,Berkshire,1,0
Beth Israel Deaconess Hospital - Milton,Norfolk,9,0
Beth Israel Deaconess Hospital - Needham,Norfolk,7,2
Beth Israel Deaconess Hospital - Plymouth,Plymouth,36,5
Beth Israel Deaconess Medical Center,Suffolk,36,11
Beverly Hospital,Essex,13,4
Boston Childrens Hospital*,Suffolk,1,1
Boston Medical Center,Suffolk,54,12
Brigham and Womens - Faulkner,Suffolk,18,1
Brigham and Womens Hospital,Suffolk,52,13
Brockton Hospital,Plymouth,7,1
Cambridge Hospital,Middlesex,19,4
Cape Cod Hospital,Barnstable,6,1
Carney Hospital,Suffolk,23,8
Clinton Hospital,Worcester,1,0
Cooley Dickinson Hospital,Hampshire,11,3
Dana Farber Cancer Institute*,Suffolk,0,0
Emerson Hospital,Middlesex,0,0
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,3,1
Good Samaritan Medical Center,Plymouth,17,6
Harrington Hospital,Worcester,1,1
Health Alliance-Leominster,Worcester,6,3
Heywood Hospital,Worcester,4,2
Holy Family Hospital,Essex,13,3
Holyoke Hospital,Hampden,3,0
Lahey Hospital Burlington,Middlesex,32,8
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,25,5
Lowell General Hospital,Middlesex,16,2
Marlborough Hospital,Middlesex,6,3
Marthas Vineyard Hospital,Dukes,1,0
Massachusetts Eye and Ear Infirmary*,Suffolk,0,0
Massachusetts General Hospital,Suffolk,88,23
Melrose Wakefield Hospital,Middlesex,3,0
Mercy Medical Center,Hampden,4,0
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,19,2
MetroWest Medical Center Natick,Middlesex,4,1
Milford Regional Medical Center,Worcester,15,1
Morton Hospital,Bristol,6,2
Mount Auburn Hospital,Middlesex,15,3
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,23,3
North Shore Medical Center Salem,Essex,40,7
Norwood Hospital,Norfolk,1,0
Saint Vincent Hospital,Worcester,24,6
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,32,4
Southcoast Charlton Memorial Hospital,Bristol,54,9
St Annes Hospital,Bristol,0,0
St Elizabeths Medical Center,Suffolk,3,0
St Lukes Hospital,Bristol,42,4
Sturdy Memorial Hospital,Bristol,15,1
Tobey Hospital,Plymouth,25,3
Tufts Medical Center,Suffolk,35,15
UMass Memorial-Memorial Campus,Worcester,16,3
UMass Memorial-University Campus,Worcester,22,8
Winchester Hospital,Middlesex,6,1
