Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,10,0
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,2,0
Baystate Medical Center,Hampden,22,3
Baystate Noble Hospital,Hampden,0,0
Baystate Wing Hospital,Hampden,3,0
Berkshire Medical Center,Berkshire,1,0
Beth Israel Deaconess Hospital - Milton,Norfolk,11,1
Beth Israel Deaconess Hospital - Needham,Norfolk,7,2
Beth Israel Deaconess Hospital - Plymouth,Plymouth,23,4
Beth Israel Deaconess Medical Center,Suffolk,42,12
Beverly Hospital,Essex,15,4
Boston Childrens Hospital*,Suffolk,1,1
Boston Medical Center,Suffolk,64,14
Brigham and Womens - Faulkner,Suffolk,25,1
Brigham and Womens Hospital,Suffolk,40,5
Brockton Hospital,Plymouth,7,1
Cambridge Hospital,Middlesex,16,4
Cape Cod Hospital,Barnstable,5,0
Carney Hospital,Suffolk,19,4
Clinton Hospital,Worcester,1,0
Cooley Dickinson Hospital,Hampshire,11,3
Dana Farber Cancer Institute*,Suffolk,0,0
Emerson Hospital,Middlesex,4,0
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,5,1
Good Samaritan Medical Center,Plymouth,26,6
Harrington Hospital,Worcester,0,0
Health Alliance-Leominster,Worcester,6,3
Heywood Hospital,Worcester,4,1
Holy Family Hospital,Essex,10,3
Holyoke Hospital,Hampden,5,0
Lahey Hospital Burlington,Middlesex,22,3
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,38,8
Lowell General Hospital,Middlesex,16,3
Marlborough Hospital,Middlesex,7,2
Marthas Vineyard Hospital,Dukes,0,0
Massachusetts Eye and Ear Infirmary*,Suffolk,0,0
Massachusetts General Hospital,Suffolk,79,22
Melrose Wakefield Hospital,Middlesex,2,0
Mercy Medical Center,Hampden,8,0
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,27,2
MetroWest Medical Center Natick,Middlesex,3,1
Milford Regional Medical Center,Worcester,9,1
Morton Hospital,Bristol,5,1
Mount Auburn Hospital,Middlesex,16,3
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,28,5
North Shore Medical Center Salem,Essex,54,4
Norwood Hospital,Norfolk,4,0
Saint Vincent Hospital,Worcester,23,4
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,29,5
Southcoast Charlton Memorial Hospital,Bristol,62,10
St Annes Hospital,Bristol,3,0
St Elizabeths Medical Center,Suffolk,6,2
St Lukes Hospital,Bristol,17,2
Sturdy Memorial Hospital,Bristol,10,1
Tobey Hospital,Plymouth,29,5
Tufts Medical Center,Suffolk,28,13
UMass Memorial-Memorial Campus,Worcester,13,1
UMass Memorial-University Campus,Worcester,19,10
Winchester Hospital,Middlesex,11,0
