Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,18,3
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,2,0
Baystate Medical Center,Hampden,63,13
Baystate Noble Hospital,Hampden,2,0
Baystate Wing Hospital,Hampden,3,0
Berkshire Medical Center,Berkshire,3,0
Beth Israel Deaconess Hospital - Milton,Norfolk,18,0
Beth Israel Deaconess Hospital - Needham,Norfolk,17,5
Beth Israel Deaconess Hospital - Plymouth,Plymouth,47,6
Beth Israel Deaconess Medical Center,Suffolk,129,44
Beverly Hospital,Essex,30,3
Boston Childrens Hospital,Suffolk,17,3
Boston Medical Center,Suffolk,99,28
Brigham and Womens - Faulkner,Suffolk,28,3
Brigham and Womens Hospital,Suffolk,77,29
Brockton Hospital,Plymouth,35,9
Cambridge Hospital,Middlesex,26,9
Cape Cod Hospital,Barnstable,8,4
Carney Hospital,Suffolk,44,9
Clinton Hospital,Worcester,1,0
Cooley Dickinson Hospital,Hampshire,14,3
Dana Farber Cancer Institute,Suffolk,0,0
Emerson Hospital,Middlesex,15,0
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,7,2
Good Samaritan Medical Center,Plymouth,37,6
Harrington Hospital,Worcester,2,2
Health Alliance-Leominster,Worcester,14,4
Heywood Hospital,Worcester,9,1
Holy Family Hospital,Essex,20,5
Holyoke Hospital,Hampden,7,1
Lahey Hospital Burlington,Middlesex,64,21
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,51,14
Lowell General Hospital,Middlesex,41,10
Marlborough Hospital,Middlesex,18,8
Marthas Vineyard Hospital,Dukes,0,0
Massachusetts Eye and Ear Infirmary,Suffolk,2,0
Massachusetts General Hospital,Suffolk,189,53
Melrose Wakefield Hospital,Middlesex,23,3
Mercy Medical Center,Hampden,21,3
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,35,12
MetroWest Medical Center Natick,Middlesex,8,2
Milford Regional Medical Center,Worcester,21,1
Morton Hospital,Bristol,26,4
Mount Auburn Hospital,Middlesex,35,10
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,58,6
North Shore Medical Center Salem,Essex,76,10
Norwood Hospital,Norfolk,16,4
Saint Vincent Hospital,Worcester,53,11
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,54,13
Southcoast Charlton Memorial Hospital,Bristol,66,15
St Annes Hospital,Bristol,0,0
St Elizabeths Medical Center,Suffolk,19,7
St Lukes Hospital,Bristol,75,14
Sturdy Memorial Hospital,Bristol,28,6
Tobey Hospital,Bristol,20,2
Tufts Medical Center,Suffolk,55,22
UMass Memorial-Memorial Campus,Worcester,53,9
UMass Memorial-University Campus,Worcester,69,33
Winchester Hospital,Middlesex,23,0
