Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,5,0
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,0,0
Baystate Medical Center,Hampden,17,3
Baystate Noble Hospital,Hampden,0,0
Baystate Wing Hospital,Hampden,0,0
Berkshire Medical Center,Berkshire,1,0
Beth Israel Deaconess Hospital - Milton,Norfolk,11,2
Beth Israel Deaconess Hospital - Needham,Norfolk,2,2
Beth Israel Deaconess Hospital - Plymouth,Plymouth,22,4
Beth Israel Deaconess Medical Center,Suffolk,41,8
Beverly Hospital,Essex,14,0
Boston Childrens Hospital*,Suffolk,0,0
Boston Medical Center,Suffolk,33,7
Brigham and Womens - Faulkner,Suffolk,14,0
Brigham and Womens Hospital,Suffolk,35,5
Brockton Hospital,Plymouth,13,3
Cambridge Hospital,Middlesex,9,2
Cape Cod Hospital,Barnstable,2,0
Carney Hospital,Suffolk,27,2
Clinton Hospital,Worcester,1,0
Cooley Dickinson Hospital,Hampshire,17,1
Dana Farber Cancer Institute*,Suffolk,0,0
Emerson Hospital,Middlesex,1,0
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,5,0
Good Samaritan Medical Center,Plymouth,27,3
Harrington Hospital,Worcester,0,0
Health Alliance-Leominster,Worcester,4,2
Heywood Hospital,Worcester,2,1
Holy Family Hospital,Essex,10,4
Holyoke Hospital,Hampden,5,0
Lahey Hospital Burlington,Middlesex,15,2
Lahey Hospital Peabody,Essex,2,0
Lawrence General Hospital,Essex,23,4
Lowell General Hospital,Middlesex,13,2
Marlborough Hospital,Middlesex,6,2
Marthas Vineyard Hospital,Dukes,0,0
Massachusetts Eye and Ear Infirmary*,Suffolk,0,0
Massachusetts General Hospital,Suffolk,77,14
Melrose Wakefield Hospital,Middlesex,3,1
Mercy Medical Center,Hampden,1,0
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,20,1
MetroWest Medical Center Natick,Middlesex,7,1
Milford Regional Medical Center,Worcester,14,1
Morton Hospital,Bristol,4,1
Mount Auburn Hospital,Middlesex,13,2
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,18,2
North Shore Medical Center Salem,Essex,27,6
Norwood Hospital,Norfolk,0,0
Saint Vincent Hospital,Worcester,8,0
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,30,3
Southcoast Charlton Memorial Hospital,Bristol,24,4
St Annes Hospital,Bristol,4,0
St Elizabeths Medical Center,Suffolk,5,2
St Lukes Hospital,Bristol,13,2
Sturdy Memorial Hospital,Bristol,16,0
Tobey Hospital,Plymouth,8,1
Tufts Medical Center,Suffolk,23,9
UMass Memorial-Memorial Campus,Worcester,15,4
UMass Memorial-University Campus,Worcester,14,7
Winchester Hospital,Middlesex,12,0
