Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,13,0
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,2,0
Baystate Medical Center,Hampden,25,3
Baystate Noble Hospital,Hampden,0,0
Baystate Wing Hospital,Hampden,9,0
Berkshire Medical Center,Berkshire,1,0
Beth Israel Deaconess Hospital - Milton,Norfolk,11,0
Beth Israel Deaconess Hospital - Needham,Norfolk,8,0
Beth Israel Deaconess Hospital - Plymouth,Plymouth,28,4
Beth Israel Deaconess Medical Center,Suffolk,38,11
Beverly Hospital,Essex,13,3
Boston Childrens Hospital*,Suffolk,0,0
Boston Medical Center,Suffolk,51,10
Brigham and Womens - Faulkner,Suffolk,23,1
Brigham and Womens Hospital,Suffolk,44,9
Brockton Hospital,Plymouth,7,1
Cambridge Hospital,Middlesex,24,7
Cape Cod Hospital,Barnstable,5,1
Carney Hospital,Suffolk,23,8
Clinton Hospital,Worcester,1,0
Cooley Dickinson Hospital,Hampshire,7,2
Dana Farber Cancer Institute*,Suffolk,0,0
Emerson Hospital,Middlesex,1,0
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,6,1
Good Samaritan Medical Center,Plymouth,23,6
Harrington Hospital,Worcester,0,0
Health Alliance-Leominster,Worcester,7,3
Heywood Hospital,Worcester,1,1
Holy Family Hospital,Essex,10,3
Holyoke Hospital,Hampden,0,0
Lahey Hospital Burlington,Middlesex,21,4
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,31,7
Lowell General Hospital,Middlesex,21,6
Marlborough Hospital,Middlesex,5,4
Marthas Vineyard Hospital,Dukes,0,0
Massachusetts Eye and Ear Infirmary*,Suffolk,0,0
Massachusetts General Hospital,Suffolk,77,23
Melrose Wakefield Hospital,Middlesex,2,0
Mercy Medical Center,Hampden,8,2
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,20,2
MetroWest Medical Center Natick,Middlesex,8,1
Milford Regional Medical Center,Worcester,11,0
Morton Hospital,Bristol,6,2
Mount Auburn Hospital,Middlesex,15,4
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,23,3
North Shore Medical Center Salem,Essex,36,6
Norwood Hospital,Norfolk,3,1
Saint Vincent Hospital,Worcester,21,4
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,28,3
Southcoast Charlton Memorial Hospital,Bristol,54,11
St Annes Hospital,Bristol,0,0
St Elizabeths Medical Center,Suffolk,4,1
St Lukes Hospital,Bristol,24,1
Sturdy Memorial Hospital,Bristol,24,2
Tobey Hospital,Plymouth,30,7
Tufts Medical Center,Suffolk,31,14
UMass Memorial-Memorial Campus,Worcester,17,4
UMass Memorial-University Campus,Worcester,19,8
Winchester Hospital,Middlesex,7,0
