Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,10,0
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,2,0
Baystate Medical Center,Hampden,40,5
Baystate Noble Hospital,Hampden,0,0
Baystate Wing Hospital,Hampden,6,0
Berkshire Medical Center,Berkshire,3,0
Beth Israel Deaconess Hospital - Milton,Norfolk,12,0
Beth Israel Deaconess Hospital - Needham,Norfolk,11,1
Beth Israel Deaconess Hospital - Plymouth,Plymouth,41,6
Beth Israel Deaconess Medical Center,Suffolk,72,23
Beverly Hospital,Essex,23,3
Boston Childrens Hospital*,Suffolk,7,2
Boston Medical Center,Suffolk,82,20
Brigham and Womens - Faulkner,Suffolk,18,2
Brigham and Womens Hospital,Suffolk,74,22
Brockton Hospital,Plymouth,18,4
Cambridge Hospital,Middlesex,25,5
Cape Cod Hospital,Barnstable,6,2
Carney Hospital,Suffolk,26,9
Clinton Hospital,Worcester,1,0
Cooley Dickinson Hospital,Hampshire,22,8
Dana Farber Cancer Institute*,Suffolk,0,0
Emerson Hospital,Middlesex,3,0
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,5,0
Good Samaritan Medical Center,Plymouth,22,6
Harrington Hospital,Worcester,3,3
Health Alliance-Leominster,Worcester,15,4
Heywood Hospital,Worcester,11,1
Holy Family Hospital,Essex,13,2
Holyoke Hospital,Hampden,11,0
Lahey Hospital Burlington,Middlesex,43,14
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,27,6
Lowell General Hospital,Middlesex,39,10
Marlborough Hospital,Middlesex,20,5
Marthas Vineyard Hospital,Dukes,0,2
Massachusetts Eye and Ear Infirmary*,Suffolk,0,0
Massachusetts General Hospital,Suffolk,172,45
Melrose Wakefield Hospital,Middlesex,5,2
Mercy Medical Center,Hampden,10,3
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,31,9
MetroWest Medical Center Natick,Middlesex,8,2
Milford Regional Medical Center,Worcester,14,2
Morton Hospital,Bristol,19,3
Mount Auburn Hospital,Middlesex,24,6
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,35,4
North Shore Medical Center Salem,Essex,51,10
Norwood Hospital,Norfolk,7,1
Saint Vincent Hospital,Worcester,32,5
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,43,10
Southcoast Charlton Memorial Hospital,Bristol,76,18
St Annes Hospital,Bristol,0,0
St Elizabeths Medical Center,Suffolk,11,4
St Lukes Hospital,Bristol,71,12
Sturdy Memorial Hospital,Bristol,24,5
Tobey Hospital,Bristol,21,3
Tufts Medical Center,Suffolk,44,18
UMass Memorial-Memorial Campus,Worcester,34,6
UMass Memorial-University Campus,Worcester,69,26
Winchester Hospital,Middlesex,17,0
