Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,16,5
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,5,1
Baystate Medical Center,Hampden,31,4
Baystate Noble Hospital,Hampden,0,0
Baystate Wing Hospital,Hampden,4,0
Berkshire Medical Center,Berkshire,1,0
Beth Israel Deaconess Hospital - Milton,Norfolk,9,3
Beth Israel Deaconess Hospital - Needham,Norfolk,10,2
Beth Israel Deaconess Hospital - Plymouth,Plymouth,29,5
Beth Israel Deaconess Medical Center,Suffolk,57,16
Beverly Hospital,Essex,17,5
Boston Childrens Hospital*,Suffolk,0,0
Boston Medical Center,Suffolk,56,15
Brigham and Womens - Faulkner,Suffolk,16,1
Brigham and Womens Hospital,Suffolk,41,11
Brockton Hospital,Plymouth,11,1
Cambridge Hospital,Middlesex,18,4
Cape Cod Hospital,Barnstable,6,3
Carney Hospital,Suffolk,27,9
Clinton Hospital,Worcester,1,0
Cooley Dickinson Hospital,Hampshire,8,3
Dana Farber Cancer Institute*,Suffolk,0,0
Emerson Hospital,Middlesex,1,0
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,7,2
Good Samaritan Medical Center,Plymouth,25,6
Harrington Hospital,Worcester,0,0
Health Alliance-Leominster,Worcester,10,4
Heywood Hospital,Worcester,5,2
Holy Family Hospital,Essex,12,2
Holyoke Hospital,Hampden,6,0
Lahey Hospital Burlington,Middlesex,33,7
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,27,6
Lowell General Hospital,Middlesex,21,3
Marlborough Hospital,Middlesex,9,4
Marthas Vineyard Hospital,Dukes,0,0
Massachusetts Eye and Ear Infirmary*,Suffolk,0,0
Massachusetts General Hospital,Suffolk,88,20
Melrose Wakefield Hospital,Middlesex,2,0
Mercy Medical Center,Hampden,8,1
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,23,11
MetroWest Medical Center Natick,Middlesex,3,1
Milford Regional Medical Center,Worcester,19,2
Morton Hospital,Bristol,10,2
Mount Auburn Hospital,Middlesex,16,4
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,37,5
North Shore Medical Center Salem,Essex,48,6
Norwood Hospital,Norfolk,2,0
Saint Vincent Hospital,Worcester,22,3
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,25,5
Southcoast Charlton Memorial Hospital,Bristol,28,9
St Annes Hospital,Bristol,0,0
St Elizabeths Medical Center,Suffolk,6,0
St Lukes Hospital,Bristol,13,1
Sturdy Memorial Hospital,Bristol,11,2
Tobey Hospital,Plymouth,6,0
Tufts Medical Center,Suffolk,36,17
UMass Memorial-Memorial Campus,Worcester,12,3
UMass Memorial-University Campus,Worcester,23,11
Winchester Hospital,Middlesex,11,0
