Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,12,0
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,1,0
Baystate Medical Center,Hampden,34,4
Baystate Noble Hospital,Hampden,0,0
Baystate Wing Hospital,Hampden,5,0
Berkshire Medical Center,Berkshire,1,0
Beth Israel Deaconess Hospital - Milton,Norfolk,12,2
Beth Israel Deaconess Hospital - Needham,Norfolk,11,4
Beth Israel Deaconess Hospital - Plymouth,Plymouth,43,5
Beth Israel Deaconess Medical Center,Suffolk,71,20
Beverly Hospital,Essex,17,2
Boston Childrens Hospital*,Suffolk,6,0
Boston Medical Center,Suffolk,78,19
Brigham and Womens - Faulkner,Suffolk,27,2
Brigham and Womens Hospital,Suffolk,61,11
Brockton Hospital,Plymouth,19,2
Cambridge Hospital,Middlesex,21,6
Cape Cod Hospital,Barnstable,5,2
Carney Hospital,Suffolk,27,9
Clinton Hospital,Worcester,0,0
Cooley Dickinson Hospital,Hampshire,14,5
Dana Farber Cancer Institute*,Suffolk,0,0
Emerson Hospital,Middlesex,9,1
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,4,1
Good Samaritan Medical Center,Plymouth,27,6
Harrington Hospital,Worcester,0,0
Health Alliance-Leominster,Worcester,11,4
Heywood Hospital,Worcester,6,1
Holy Family Hospital,Essex,13,2
Holyoke Hospital,Hampden,7,0
Lahey Hospital Burlington,Middlesex,33,13
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,24,7
Lowell General Hospital,Middlesex,31,10
Marlborough Hospital,Middlesex,12,6
Marthas Vineyard Hospital,Dukes,0,0
Massachusetts Eye and Ear Infirmary*,Suffolk,0,0
Massachusetts General Hospital,Suffolk,151,38
Melrose Wakefield Hospital,Middlesex,4,1
Mercy Medical Center,Hampden,8,2
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,25,8
MetroWest Medical Center Natick,Middlesex,5,2
Milford Regional Medical Center,Worcester,13,2
Morton Hospital,Bristol,19,2
Mount Auburn Hospital,Middlesex,23,4
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,30,5
North Shore Medical Center Salem,Essex,59,12
Norwood Hospital,Norfolk,9,1
Saint Vincent Hospital,Worcester,31,6
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,30,9
Southcoast Charlton Memorial Hospital,Bristol,85,18
St Annes Hospital,Bristol,0,0
St Elizabeths Medical Center,Suffolk,10,5
St Lukes Hospital,Bristol,41,11
Sturdy Memorial Hospital,Bristol,20,3
Tobey Hospital,Bristol,19,5
Tufts Medical Center,Suffolk,44,16
UMass Memorial-Memorial Campus,Worcester,25,7
UMass Memorial-University Campus,Worcester,43,18
Winchester Hospital,Middlesex,9,0
