Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,12,4
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,6,0
Baystate Medical Center,Hampden,59,14
Baystate Noble Hospital,Hampden,2,0
Baystate Wing Hospital,Hampden,5,0
Berkshire Medical Center,Berkshire,4,0
Beth Israel Deaconess Hospital - Milton,Norfolk,13,1
Beth Israel Deaconess Hospital - Needham,Norfolk,16,3
Beth Israel Deaconess Hospital - Plymouth,Plymouth,52,7
Beth Israel Deaconess Medical Center,Suffolk,129,39
Beverly Hospital,Essex,24,2
Boston Childrens Hospital,Suffolk,7,0
Boston Medical Center,Suffolk,91,25
Brigham and Womens - Faulkner,Suffolk,28,2
Brigham and Womens Hospital,Suffolk,70,21
Brockton Hospital,Plymouth,32,9
Cambridge Hospital,Middlesex,29,8
Cape Cod Hospital,Barnstable,8,3
Carney Hospital,Suffolk,46,8
Clinton Hospital,Worcester,2,0
Cooley Dickinson Hospital,Hampshire,15,3
Dana Farber Cancer Institute,Suffolk,0,0
Emerson Hospital,Middlesex,12,1
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,13,2
Good Samaritan Medical Center,Plymouth,37,6
Harrington Hospital,Worcester,2,2
Health Alliance-Leominster,Worcester,15,3
Heywood Hospital,Worcester,8,2
Holy Family Hospital,Essex,20,5
Holyoke Hospital,Hampden,7,1
Lahey Hospital Burlington,Middlesex,56,17
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,42,12
Lowell General Hospital,Middlesex,41,9
Marlborough Hospital,Middlesex,16,8
Marthas Vineyard Hospital,Dukes,0,0
Massachusetts Eye and Ear Infirmary,Suffolk,0,0
Massachusetts General Hospital,Suffolk,186,50
Melrose Wakefield Hospital,Middlesex,12,3
Mercy Medical Center,Hampden,20,3
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,46,11
MetroWest Medical Center Natick,Middlesex,9,2
Milford Regional Medical Center,Worcester,15,1
Morton Hospital,Bristol,20,3
Mount Auburn Hospital,Middlesex,29,8
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,59,5
North Shore Medical Center Salem,Essex,71,10
Norwood Hospital,Norfolk,15,4
Saint Vincent Hospital,Worcester,55,11
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,55,12
Southcoast Charlton Memorial Hospital,Bristol,73,20
St Annes Hospital,Bristol,0,0
St Elizabeths Medical Center,Suffolk,20,7
St Lukes Hospital,Bristol,83,15
Sturdy Memorial Hospital,Bristol,22,6
Tobey Hospital,Bristol,18,3
Tufts Medical Center,Suffolk,50,22
UMass Memorial-Memorial Campus,Worcester,44,9
UMass Memorial-University Campus,Worcester,65,30
Winchester Hospital,Middlesex,18,1
