Addison Gilbert Hospital,Essex,0,0
Anna Jaques Hospital,Essex,7,0
Athol Memorial Hospital,Worcester,0,0
Baystate Franklin Medical Center,Franklin,4,1
Baystate Medical Center,Hampden,32,5
Baystate Noble Hospital,Hampden,0,0
Baystate Wing Hospital,Hampden,3,0
Berkshire Medical Center,Berkshire,3,0
Beth Israel Deaconess Hospital - Milton,Norfolk,13,0
Beth Israel Deaconess Hospital - Needham,Norfolk,19,4
Beth Israel Deaconess Hospital - Plymouth,Plymouth,49,5
Beth Israel Deaconess Medical Center,Suffolk,72,21
Beverly Hospital,Essex,14,4
Boston Childrens Hospital*,Suffolk,4,0
Boston Medical Center,Suffolk,71,16
Brigham and Womens - Faulkner,Suffolk,19,1
Brigham and Womens Hospital,Suffolk,69,21
Brockton Hospital,Plymouth,18,4
Cambridge Hospital,Middlesex,23,8
Cape Cod Hospital,Barnstable,6,2
Carney Hospital,Suffolk,30,9
Clinton Hospital,Worcester,0,0
Cooley Dickinson Hospital,Hampshire,23,8
Dana Farber Cancer Institute*,Suffolk,0,0
Emerson Hospital,Middlesex,5,1
Fairview Hospital,Berkshire,0,0
Falmouth Hospital,Barnstable,3,0
Good Samaritan Medical Center,Plymouth,22,6
Harrington Hospital,Worcester,3,3
Health Alliance-Leominster,Worcester,17,5
Heywood Hospital,Worcester,9,1
Holy Family Hospital,Essex,11,2
Holyoke Hospital,Hampden,13,1
Lahey Hospital Burlington,Middlesex,48,10
Lahey Hospital Peabody,Essex,0,0
Lawrence General Hospital,Essex,25,4
Lowell General Hospital,Middlesex,29,11
Marlborough Hospital,Middlesex,19,5
Marthas Vineyard Hospital,Dukes,0,2
Massachusetts Eye and Ear Infirmary*,Suffolk,0,0
Massachusetts General Hospital,Suffolk,177,43
Melrose Wakefield Hospital,Middlesex,6,3
Mercy Medical Center,Hampden,12,4
Merrimack Valley Hospital,Essex,0,0
MetroWest Medical Center Framingham,Middlesex,24,4
MetroWest Medical Center Natick,Middlesex,6,1
Milford Regional Medical Center,Worcester,12,0
Morton Hospital,Bristol,15,3
Mount Auburn Hospital,Middlesex,32,5
Nantucket Cottage Hospital,Nantucket,0,0
Nashoba Valley Medical Center,Middlesex,0,0
New England Baptist Hospital,Suffolk,0,0
Newton-Wellesley Hospital,Middlesex,34,4
North Shore Medical Center Salem,Essex,52,9
Norwood Hospital,Norfolk,10,1
Saint Vincent Hospital,Worcester,28,7
Saints Memorial Medical Center,Middlesex,0,0
South Shore Hospital,Norfolk,34,8
Southcoast Charlton Memorial Hospital,Bristol,67,17
St Annes Hospital,Bristol,0,0
St Elizabeths Medical Center,Suffolk,13,5
St Lukes Hospital,Bristol,52,11
Sturdy Memorial Hospital,Bristol,24,4
Tobey Hospital,Bristol,20,3
Tufts Medical Center,Suffolk,44,14
UMass Memorial-Memorial Campus,Worcester,30,4
UMass Memorial-University Campus,Worcester,50,24
Winchester Hospital,Middlesex,17,1
